Site Code,Project,Name,Region,Type,Region,Year,mm,dd,ID,area,num_cells,num_outputs,SAL Surf,SAL Bottom,TEMP Surf,TEMP Bottom,WQ_DIAG_TOT_TN Surf,WQ_DIAG_TOT_TN Bottom,WQ_DIAG_TOT_TP Surf,WQ_DIAG_TOT_TP Bottom,WQ_NIT_AMM Surf,WQ_NIT_AMM Bottom,WQ_NIT_NIT Surf,WQ_NIT_NIT Bottom,WQ_PHS_FRP Surf,WQ_PHS_FRP Bottom,WQ_TRC_AGE Surf,WQ_TRC_AGE Bottom,WQ_OXY_OXY Surf,WQ_OXY_OXY Bottom,WQ_PHY_GRN Surf,WQ_PHY_GRN Bottom,WQ_PHY_BGA Surf,WQ_PHY_BGA Bottom,WQ_PHY_CRYPT Surf,WQ_PHY_CRYPT Bottom,WQ_PHY_DIATOM Surf,WQ_PHY_DIATOM Bottom,WQ_PHY_DINO Surf,WQ_PHY_DINO Bottom,WQ_PHY_DIATOM Surf,WQ_PHY_DIATOM Bottom,WQ_DIAG_MAC_GPP Surf,WQ_DIAG_MAC_GPP Bottom,WQ_DIAG_NCS_D_TAUB Surf,WQ_DIAG_NCS_D_TAUB Bottom,WQ_DIAG_OXY_ATM_OXY_FLUX Surf,WQ_DIAG_OXY_ATM_OXY_FLUX Bottom,WQ_DIAG_OXY_SAT Surf,WQ_DIAG_OXY_SAT Bottom,WQ_DIAG_MAC_MAC Surf,WQ_DIAG_MAC_MAC Bottom,WQ_DIAG_OXY_SED_OXY Surf,WQ_DIAG_OXY_SED_OXY Bottom,WQ_DIAG_PHY_GPP Surf,WQ_DIAG_PHY_GPP Bottom,WQ_DIAG_PHY_NCP Surf,WQ_DIAG_PHY_NCP Bottom,WQ_DIAG_PHY_TPHYS Surf,WQ_DIAG_PHY_TPHYS Bottom,WQ_DIAG_PHY_MPB Surf,WQ_DIAG_PHY_MPB Bottom,WQ_DIAG_PHY_BPP Surf,WQ_DIAG_PHY_BPP Bottom,WQ_DIAG_TOT_TSS Surf,WQ_DIAG_TOT_TSS Bottom,WQ_DIAG_TOT_TURBIDITY Surf,WQ_DIAG_TOT_TURBIDITY Bottom,WQ_DIAG_TOT_LIGHT Surf,WQ_DIAG_TOT_LIGHT Bottom,WQ_DIAG_TOT_PAR Surf,WQ_DIAG_TOT_PAR Bottom,sal_strat,sal_strat_area,lowoxygen_area,hypoxia_area,temp_surface_avg,temp_surface_max,sal_strat_history,lowoxygen_frequency,hypoxia_frequency,anoxia_frequency,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2014,07,30,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2014,08,13,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2014,08,26,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2014,09,25,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2014,10,21,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2014,11,25,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2014,12,17,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,01,20,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,02,15,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,03,14,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,04,21,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,05,25,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,06,16,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,07,17,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,08,12,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,09,15,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,10,23,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,11,13,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2015,12,14,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2016,01,11,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2016,02,10,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2016,03,08,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2016,11,02,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2016,11,28,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2016,12,29,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2017,02,03,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2017,03,02,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2017,03,28,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2017,10,23,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2017,11,22,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2017,12,14,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2018,01,24,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2018,02,20,NS_SP,294618.6177,55.0000,,
NS_SP,Prawns,Salter Point (Upper Canning; 8),Nearshore,Nearshore,Nearshore,2018,03,11,NS_SP,294618.6177,55.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2013,10,02,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2013,11,01,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2013,11,19,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2013,11,29,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,01,08,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,01,29,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,02,19,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,03,02,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,03,28,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,04,28,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,05,12,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,05,28,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,06,24,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,07,30,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,08,13,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,08,26,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,09,25,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,10,21,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,11,25,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,12,17,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,01,20,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,02,15,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,03,14,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,04,21,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,05,25,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,06,16,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,07,17,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,08,12,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,09,15,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,10,23,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,11,13,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,12,14,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,01,11,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,02,10,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,03,08,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,11,02,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,11,28,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,12,29,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,02,03,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,03,02,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,03,28,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,10,23,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,11,22,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,12,14,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2018,01,24,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2018,02,20,NS_RSM,356625.4124,56.0000,,
NS_RSM,Prawns,Rossmoyne (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2018,03,11,NS_RSM,356625.4124,56.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2013,10,02,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2013,10,31,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2013,11,19,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2013,11,29,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,01,08,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,01,29,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,02,19,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,03,02,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,03,28,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,04,28,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,05,12,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,05,28,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,06,24,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,07,30,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,08,13,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,08,26,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,09,25,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,10,21,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,11,25,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2014,12,17,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,01,20,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,02,15,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,03,14,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,04,21,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,05,25,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,06,16,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,07,17,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,08,12,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,09,15,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,10,23,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,11,13,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2015,12,14,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,01,11,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,02,10,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,03,08,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,11,02,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,11,28,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2016,12,29,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,02,03,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,03,02,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,03,28,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,10,23,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,11,22,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2017,12,14,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2018,01,24,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2018,02,20,NS_FRW,318023.9128,55.0000,,
NS_FRW,Prawns,Freeway (Lower Canning; 7),Nearshore,Nearshore,Nearshore,2018,03,11,NS_FRW,318023.9128,55.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2013,10,02,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2013,10,31,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2013,11,19,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2013,11,29,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,01,08,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,01,29,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,02,19,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,03,02,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,03,28,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,04,28,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,05,12,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,05,28,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,06,24,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,07,30,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,08,13,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,08,26,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,09,25,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,10,21,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,11,25,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2014,12,17,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,01,20,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,02,15,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,03,14,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,04,21,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,05,25,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,06,16,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,07,17,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,08,12,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,09,15,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,10,23,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,11,13,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2015,12,14,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2016,01,11,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2016,02,10,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2016,03,08,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2016,11,02,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2016,11,28,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2016,12,29,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2017,02,03,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2017,03,02,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2017,03,28,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2017,10,23,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2017,11,22,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2017,12,14,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2018,01,24,NS_DP,394237.0911,60.0000,,
NS_DP,Prawns,Deepwater Point (Lower Canning; 6),Nearshore,Nearshore,Nearshore,2018,02,20,NS_DP,394237.0911,60.0000,,
